KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,8/24/2021 18:13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,STANDARD DEVIATION:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,19E104582,19E104582,19D105577,19F100216,19E101781,19E101781,19D105577,19F100385,19F100385,19F100385,19F100216,19D105577,19D105577,19E104582,19E104582,19D105577,19F000167,19F000167,19F100282,18A100917,18A100917,19D105577,19F100216,19F000406,19F000406
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V
7/22/2021,13:10:00,0,Piney Point,1.22,4.93,49254,2.375,32.91,11.1,42951.8,98.6,98.6,6.21,3.432,27.9,43593.4,2.8,9.38,28336,0.44,0,1.2,8.17,-86.3,31.798,2.375,4.85,0
7/22/2021,13:20:00,0,Piney Point,1.09,4.43,49146.4,2.36,33.73,11.38,42764.4,105.3,105.3,6.63,3.409,27.77,43414.9,2.49,8.37,28220,1.76,0,1.201,8.2,-88.1,31.912,2.36,4.88,0
7/22/2021,13:30:00,0,Piney Point,1.17,4.75,48847.1,2.341,34.4,11.6,42454.5,110.2,110.2,6.94,3.38,27.55,43106.4,2.68,8.98,28019,0.45,0,1.199,8.22,-89.6,31.972,2.343,4.87,0
7/22/2021,13:40:00,0,Piney Point,1.06,4.31,48815.7,2.319,34.61,11.67,42398.4,109.6,109.6,6.9,3.35,27.51,43053.1,2.43,8.18,27985,0.46,0,1.198,8.22,-89.6,32.008,2.316,4.86,0
7/22/2021,13:50:00,0,Piney Point,1.1,4.46,48909.7,2.3,33.81,11.4,42448.4,108.6,108.6,6.83,3.321,27.54,43107.8,2.53,8.5,28020,0.37,0,1.199,8.22,-89.2,32.047,2.298,4.88,0
7/22/2021,14:00:00,0,Piney Point,1.1,4.49,48936,2.277,33.95,11.45,42447.6,110.4,110.4,6.94,3.288,27.54,43110,2.54,8.53,28021,0.46,0,1.206,8.22,-89.2,32.076,2.278,4.88,0
7/22/2021,14:10:00,0,Piney Point,1,4.1,48937.2,2.251,33.39,11.26,42404.6,110.8,110.8,6.96,3.25,27.52,43071.9,2.12,7.17,27997,0.6,0,1.199,8.22,-89.6,32.13,2.25,4.9,0
7/22/2021,14:20:00,0,Piney Point,0.97,3.97,48896.7,2.226,34.15,11.51,42326.8,116.1,116.1,7.29,3.215,27.46,42998.2,2.3,7.75,27949,0.43,0,1.203,8.24,-90.5,32.182,2.227,4.88,0
7/22/2021,14:30:00,0,Piney Point,1.01,4.15,48861.1,2.199,34.43,11.61,42245.3,120.8,120.8,7.58,3.176,27.41,42921.8,2.28,7.71,27899,0.33,0,1.203,8.25,-91.5,32.245,2.199,4.87,0
7/22/2021,14:40:00,0,Piney Point,1.04,4.26,48858.8,2.174,35.22,11.87,42200.2,123.3,123.3,7.73,3.139,27.37,42881.4,2.33,7.85,27873,0.36,0,1.2,8.26,-92,32.298,2.172,4.89,0
7/22/2021,14:50:00,0,Piney Point,1.03,4.2,48840.5,2.146,35.01,11.8,42147,124.4,124.4,7.8,3.099,27.34,42832.1,2.1,7.11,27841,0.42,0,1.202,8.27,-92.3,32.344,2.146,4.88,0
7/22/2021,15:00:00,0,Piney Point,1.07,4.37,48772.3,2.118,35.13,11.84,42063,125.9,125.9,7.89,3.059,27.28,42749.9,2.36,7.95,27787,0.41,0,1.193,8.28,-92.9,32.376,2.12,4.9,0
7/22/2021,15:10:00,0,Piney Point,1.17,4.75,48648.3,2.092,35.62,12.01,41935.3,128.9,128.9,8.07,3.02,27.19,42622.8,2.45,8.23,27705,0.43,0,1.199,8.29,-93.6,32.401,2.092,4.89,0
7/22/2021,15:20:00,0,Piney Point,1.07,4.37,48586.1,2.065,35.82,12.08,41865.5,130.6,130.6,8.18,2.981,27.14,42553.9,2.33,7.84,27660,0.5,0,1.208,8.3,-94.3,32.422,2.064,4.88,0
7/22/2021,15:30:00,0,Piney Point,1.09,4.45,48445.8,2.039,36.1,12.17,41716.8,134,134,8.39,2.943,27.03,42406.3,2.19,7.41,27564,0.44,0,1.198,8.31,-95.1,32.456,2.038,4.89,0
7/22/2021,15:40:00,0,Piney Point,1.02,4.18,48366.5,2.013,36.57,12.33,41616,137.2,137.2,8.59,2.905,26.96,42308,2.14,7.25,27500,0.49,0,1.199,8.33,-95.8,32.497,2.024,4.89,0
7/22/2021,15:50:00,0,Piney Point,1.06,4.33,48302.9,1.983,36.54,12.32,41524.2,140.8,140.8,8.81,2.863,26.9,42219.4,2.19,7.4,27443,0.48,0,1.2,8.34,-96.6,32.544,1.984,4.91,0
7/22/2021,16:00:00,0,Piney Point,1.08,4.39,48272.7,1.956,36.11,12.17,41472.8,143,143,8.95,2.823,26.86,42170.3,2.52,8.46,27411,1.26,0,1.193,8.34,-96.9,32.576,1.954,4.89,0
7/22/2021,16:10:00,0,Piney Point,0.99,4.07,48221.4,1.93,36.55,12.32,41387.5,146.4,146.4,9.15,2.786,26.8,42088.8,2.04,6.93,27358,0.58,0,1.197,8.36,-97.8,32.629,1.935,4.89,0
7/22/2021,16:20:00,0,Piney Point,1.11,4.51,48177.8,1.9,37.59,12.67,41303.6,150,150,9.38,2.742,26.74,42009.5,2.28,7.68,27306,0.56,0,1.199,8.38,-98.9,32.687,1.896,4.9,0
7/22/2021,16:30:00,0,Piney Point,1.19,4.82,48115,1.867,37.54,12.65,41202.7,153.6,153.6,9.6,2.694,26.67,41912.9,2.39,8.05,27243,0.62,0,1.193,8.4,-100,32.747,1.876,4.9,0
7/22/2021,16:40:00,0,Piney Point,1.23,4.97,48085.5,1.836,37.89,12.77,41138.2,156.4,156.4,9.77,2.65,26.63,41852.4,2.54,8.54,27204,0.77,0,1.194,8.41,-100.8,32.797,1.832,4.91,0
7/22/2021,16:50:00,0,Piney Point,1.24,5,48090,1.804,37.73,12.71,41102.7,158.1,158.1,9.87,2.604,26.6,41821.3,2.38,8.03,27184,0.86,0,1.2,8.42,-101.5,32.848,1.792,4.86,0
7/22/2021,17:00:00,0,Piney Point,1.32,5.31,48094,1.79,37.84,12.75,41070.4,161.1,161.1,10.05,2.583,26.58,41793.1,2.69,9.03,27166,0.92,0,1.21,8.43,-102,32.893,1.773,4.87,0
7/22/2021,17:10:00,0,Piney Point,1.3,5.26,48108.7,1.743,37.92,12.78,41050.4,163.4,163.4,10.18,2.515,26.57,41776.9,2.69,9.01,27155,0.95,0,1.199,8.43,-102.4,32.935,1.742,4.88,0
7/22/2021,17:20:00,0,Piney Point,1.37,5.51,48148.9,1.72,37.87,12.76,41054,165,165,10.27,2.482,26.57,41784.5,2.72,9.11,27160,0.9,0,1.202,8.44,-102.8,32.975,1.726,4.88,0
7/22/2021,17:30:00,0,Piney Point,1.42,5.7,48155,1.693,38.1,12.84,41045.1,162.9,162.9,10.15,2.442,26.57,41777.4,2.86,9.57,27155,0.97,0,1.207,8.43,-102.4,32.993,1.692,4.9,0
7/22/2021,17:40:00,0,Piney Point,1.51,6.04,48199.5,1.669,38.18,12.87,41066,161.5,161.5,10.05,2.408,26.58,41800.8,3.05,10.17,27171,1.1,0,1.193,8.43,-102.3,33.014,1.682,4.86,0
7/22/2021,17:50:00,0,Piney Point,1.68,6.69,48253.8,1.647,38.51,12.98,41103.2,160.2,160.2,9.97,2.376,26.61,41839.8,3.18,10.59,27196,1.41,0,1.2,8.43,-102.3,33.026,1.638,4.86,0
7/22/2021,18:00:00,0,Piney Point,1.61,6.41,48309.2,1.62,39.09,13.17,41143.6,158.2,158.2,9.84,2.337,26.64,41881.8,3.22,10.73,27223,1.51,0,1.201,8.43,-102,33.035,1.606,4.87,0
