KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,8/24/2021 17:42,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.75,1.97,49241.9,1.872,10.56,5.13,44185.3,100.3,100.3,6.49,2.718,29.19,44693.7,2.31,12.56,29051,2.64,0,1.181,NA,-95.9,29.605,1.872,4.91,0
,,,STANDARD DEVIATION:,0.61,2.49,18544.9,0.824,7.81,2.6,16556.4,34.8,34.8,2.13,1.194,10.98,16752.6,2.02,6.85,10889,105.01,0,0.005,0.12,7.4,2.557,0.824,0.18,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,19M102806,19M102806,19M102594,19L102911,19M102832,19M102832,19M102594,20A100850,20A100850,20A100850,19L102911,19M102594,19M102594,19M102806,19M102806,19M102594,20A100888,20A100888,20A100925,20A102072,20A102072,19M102594,19L102911,20A102230,20A102230
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V
7/22/2021,10:00:00,0,Piney Point,2.34,8.46,58710.5,2.7,6.79,3.87,51521.9,100.4,100.4,6.14,3.919,34.2,52251.4,6.5,26.77,33963,1.41,0,1.172,8.31,-96.5,31.472,2.699,5.21,0
7/22/2021,10:10:00,0,Piney Point,1.46,4.86,58720.5,2.708,6.64,3.82,51506.5,98.2,98.2,6.01,3.932,34.19,52238.7,4.28,19.25,33955,1.37,0,1.175,8.31,-96.4,31.496,2.707,5.21,0
7/22/2021,10:20:00,0,Piney Point,1.12,3.48,58734.4,2.705,6.69,3.83,51507,97.9,97.9,5.99,3.927,34.19,52240.7,3.25,15.74,33956,0.83,0,1.183,8.31,-96.6,31.508,2.706,5.22,0
7/22/2021,10:30:00,0,Piney Point,1.28,4.13,58757.1,2.704,6.63,3.81,51515.6,98.9,98.9,6.05,3.926,34.2,52250.8,3.56,16.79,33963,0.83,0,1.179,8.31,-96.6,31.519,2.704,5.21,0
7/22/2021,10:40:00,0,Piney Point,0.97,2.88,58775.8,2.7,7.13,3.98,51515.3,101,101,6.17,3.92,34.2,52252.6,2.78,14.15,33964,0.54,0,1.19,8.32,-96.8,31.536,2.697,5.21,0
7/22/2021,10:50:00,0,Piney Point,0.92,2.66,58789,2.698,6.99,3.94,51513.9,103.8,103.8,6.34,3.916,34.2,52252.7,2.51,13.22,33964,0.55,0,1.184,8.32,-97,31.549,2.697,5.22,0
7/22/2021,11:00:00,0,Piney Point,1.12,3.49,58802.4,2.696,6.92,3.91,51512.9,103.2,103.2,6.31,3.913,34.2,52253.3,3.09,15.19,33965,0.59,0,1.18,8.33,-97.2,31.562,2.695,5.21,0
7/22/2021,11:10:00,0,Piney Point,0.89,2.56,58800,2.691,6.85,3.89,51509.6,105.9,105.9,6.47,3.905,34.19,52250.1,2.59,13.51,33963,0.61,0,1.175,8.33,-97.6,31.563,2.69,5.22,0
7/22/2021,11:20:00,0,Piney Point,0.89,2.54,58807.5,2.679,6.93,3.91,51506.7,104.6,104.6,6.39,3.889,34.19,52248.3,2.35,12.68,33961,0.65,0,1.172,8.33,-97.3,31.573,2.682,5.21,0
7/22/2021,11:30:00,0,Piney Point,0.76,2.02,58810.5,2.669,7.04,3.95,51501.4,106.5,106.5,6.51,3.874,34.19,52243.9,2.31,12.55,33959,0.78,0,1.187,8.33,-97.5,31.581,2.672,5.21,0
7/22/2021,11:40:00,0,Piney Point,0.67,1.65,58819.8,2.656,7.68,4.16,51500.5,109.6,109.6,6.7,3.856,34.19,52244.1,1.82,10.89,33959,0.98,0,1.186,8.34,-97.8,31.59,2.655,5.22,0
7/22/2021,11:50:00,0,Piney Point,0.53,1.11,58837,2.641,7.74,4.19,51497.4,107.4,107.4,6.56,3.833,34.19,52243.2,1.63,10.24,33958,0.64,0,1.187,8.33,-97.5,31.608,2.637,5.22,0
7/22/2021,12:00:00,0,Piney Point,0.44,0.74,58857.6,2.624,7.98,4.27,51494.8,109.6,109.6,6.69,3.809,34.19,52243.1,1.3,9.11,33958,0.69,0,1.187,8.34,-98,31.629,2.624,5.22,0
7/22/2021,12:10:00,0,Piney Point,0.43,0.71,58879,2.605,7.89,4.24,51492.8,111.7,111.7,6.82,3.781,34.19,52243.7,1.43,9.55,33958,0.65,0,1.186,8.34,-98.2,31.65,2.604,5.22,0
7/22/2021,12:20:00,0,Piney Point,0.37,0.46,58901.7,2.584,7.88,4.23,51489.7,113.7,113.7,6.94,3.75,34.19,52243.4,1.32,9.18,33958,0.64,0,1.186,8.35,-98.8,31.673,2.584,5.21,0
7/22/2021,12:30:00,0,Piney Point,0.43,0.68,58935.8,2.557,8.3,4.37,51487.1,122.3,122.3,7.46,3.711,34.19,52244.7,1.39,9.42,33959,0.54,0,1.185,8.37,-99.8,31.705,2.554,5.22,0
7/22/2021,12:40:00,0,Piney Point,0.41,0.59,58960.6,2.526,8.12,4.31,51482.4,125.4,125.4,7.64,3.666,34.18,52243.3,1.3,9.13,33958,0.58,0,1.185,8.38,-100.3,31.732,2.524,5.22,0
7/22/2021,12:50:00,0,Piney Point,0.34,0.31,58979.8,2.495,7.99,4.27,51479.9,130.9,130.9,7.98,3.621,34.18,52243.1,1.37,9.37,33958,0.49,0,1.186,8.39,-100.9,31.751,2.495,5.22,0
7/22/2021,13:00:00,0,Piney Point,0.34,0.32,58991.3,2.466,8.44,4.42,51471.5,133,133,8.1,3.579,34.18,52236.9,1.1,8.44,33954,0.51,0,1.186,8.39,-101.2,31.77,2.464,5.22,0
7/22/2021,13:10:00,0,Piney Point,0.27,0.06,59008.3,2.436,8.45,4.42,51466.4,133.5,133.5,8.13,3.535,34.17,52234.2,1.05,8.27,33952,1.9,0,1.187,8.39,-101.3,31.79,2.433,5.22,0
7/22/2021,13:20:00,0,Piney Point,0.27,0.04,59033.2,2.405,8.61,4.47,51460.6,137.9,137.9,8.4,3.491,34.17,52231.7,1.11,8.47,33951,0.42,0,1.188,8.4,-101.5,31.818,2.405,5.22,0
7/22/2021,13:30:00,0,Piney Point,0.23,-0.12,59055.6,2.375,8.67,4.5,51449.7,141.8,141.8,8.63,3.446,34.16,52224.4,0.97,7.99,33946,0.49,0,1.188,8.4,-102,31.848,2.373,5.22,0
7/22/2021,13:40:00,0,Piney Point,0.29,0.13,59074.7,2.339,8.85,4.56,51433,144.6,144.6,8.79,3.395,34.15,52211.6,1.16,8.65,33938,0.42,0,1.189,8.41,-102.5,31.882,2.34,5.22,0
7/22/2021,13:50:00,0,Piney Point,0.19,-0.29,59105.4,2.304,8.89,4.57,51423.2,148,148,9,3.343,34.15,52206.2,0.96,7.96,33934,0.4,0,1.189,8.42,-103,31.919,2.303,5.22,0
7/22/2021,14:00:00,0,Piney Point,0.26,-0.02,59130.9,2.266,8.68,4.5,51402.6,153.3,153.3,9.32,3.289,34.14,52190.7,1.02,8.17,33924,0.66,0,1.181,8.43,-103.6,31.962,2.266,5.22,0
7/22/2021,14:10:00,0,Piney Point,0.21,-0.21,59157.4,2.228,8.88,4.57,51387,159.2,159.2,9.67,3.234,34.13,52179.7,0.9,7.76,33917,0.68,0,1.172,8.44,-104.4,32.001,2.227,5.22,0
7/22/2021,14:20:00,0,Piney Point,0.23,-0.11,59152.5,2.191,9.54,4.79,51336.4,162.1,162.1,9.84,3.18,34.09,52134.1,0.82,7.51,33887,0.35,0,1.174,8.45,-104.7,32.048,2.19,5.22,0
7/22/2021,14:30:00,0,Piney Point,0.27,0.05,59163.9,2.151,9.08,4.63,51307.1,166.6,166.6,10.11,3.121,34.07,52109.3,1.01,8.14,33871,1.21,0,1.178,8.45,-105.1,32.088,2.151,5.22,0
7/22/2021,14:40:00,0,Piney Point,0.25,-0.06,59173.7,2.114,9.35,4.72,51280.1,169,169,10.25,3.068,34.05,52086.4,1.01,8.15,33856,0.52,0,1.174,8.47,-105.8,32.124,2.113,5.22,0
7/22/2021,14:50:00,0,Piney Point,0.21,-0.23,59183.2,2.074,9.64,4.82,51253.7,176.4,176.4,10.69,3.009,34.04,52063.9,0.77,7.33,33842,0.41,0,1.191,8.47,-106.3,32.159,2.074,5.22,0
7/22/2021,15:00:00,0,Piney Point,0.27,0.03,59184.4,2.036,9.7,4.84,51218.2,176.3,176.3,10.68,2.954,34.01,52032.4,1.01,8.13,33821,0.31,0,1.191,8.48,-106.6,32.197,2.035,5.22,0
7/22/2021,15:10:00,0,Piney Point,0.27,0.04,59164,1.995,9.46,4.76,51159.5,178.8,178.8,10.82,2.895,33.97,51978,0.89,7.75,33786,0.31,0,1.178,8.48,-106.9,32.238,1.995,5.22,0
7/22/2021,15:20:00,0,Piney Point,0.23,-0.13,59165.5,1.958,9.61,4.81,51106.1,180.1,180.1,10.89,2.841,33.93,51930.6,0.85,7.6,33755,0.37,0,1.173,8.49,-107.4,32.294,1.956,5.23,0
