KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,3/11/2022 19:16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.5,0.22,45186.8,1.885,9.54,4.49,48531.6,104.3,104.3,7.65,2.739,31.5,48245.2,55.58,8.66,31359,1.55,0,1.203,NA,-87.1,21.653,1.882,5.14,0
,,,STANDARD DEVIATION:,0.18,0.71,2650.3,0.58,3.59,1.18,1015,18.1,18.1,1.34,0.843,0.79,1105.9,0.9,2.48,719,1.77,0,0.005,0.07,4.3,2.032,0.58,0.1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,19M102806,19M102806,19M102594,19L102911,19M102832,19M102832,19M102594,20A100850,20A100850,20A100850,19L102911,19M102594,19M102594,19M102806,19M102806,19M102594,20A100888,20A100888,20D100346,18A100917,18A100917,19M102594,19L102911,20A102230,20A102230
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V
2/17/2022,8:50:00,0,Piney Point,0.58,0.53,39477,1.799,10.87,4.92,47871.6,94.8,94.8,7.7,2.616,30.77,47223.7,55.88,9.51,30695,1.31,0,1.205,7.98,-82.1,16.411,1.8,5.19,0
2/17/2022,9:00:00,0,Piney Point,0.54,0.36,39521.5,1.834,10.74,4.88,47927.8,95.8,95.8,7.77,2.667,30.81,47279,56.16,10.27,30731,1.79,0,1.197,7.98,-82.4,16.409,1.831,5.21,0
2/17/2022,9:10:00,0,Piney Point,0.56,0.45,39451.3,1.87,10.72,4.88,47831.9,96.6,96.6,7.84,2.719,30.74,47184.9,55.96,9.71,30670,1.36,0,1.201,7.99,-82.7,16.419,1.867,5.22,0
2/17/2022,9:20:00,0,Piney Point,0.51,0.26,39334.5,1.904,11.02,4.98,47656.5,97.9,97.9,7.95,2.768,30.61,47013.5,55.93,9.64,30559,1.29,0,1.213,7.99,-83.1,16.448,1.903,5.22,0
2/17/2022,9:30:00,0,Piney Point,0.48,0.13,39178.2,1.942,11.46,5.12,47408.8,99.6,99.6,8.09,2.824,30.44,46771.9,55.7,9,30402,1.36,0,1.211,8.01,-83.9,16.5,1.938,5.22,0
2/17/2022,9:40:00,0,Piney Point,0.51,0.25,39303.2,1.981,11.27,5.06,47502.7,100.1,100.1,8.12,2.88,30.51,46867.1,55.66,8.9,30464,1.27,0,1.201,8,-83.8,16.55,1.98,5.23,0
2/17/2022,9:50:00,0,Piney Point,0.54,0.35,39436.8,2.013,10.92,4.94,47647.7,100.4,100.4,8.14,2.927,30.61,47011,55.72,9.04,30557,1.32,0,1.201,8.01,-84.1,16.565,2.008,5.23,0
2/17/2022,10:00:00,0,Piney Point,0.52,0.3,39503.2,2.046,10.96,4.96,47672.7,101.1,101.1,8.18,2.975,30.63,47038.2,55.67,8.9,30575,1.76,0,1.194,8,-83.8,16.613,2.045,5.24,0
2/17/2022,10:10:00,0,Piney Point,0.57,0.48,39600.9,2.079,10.8,4.9,47736.2,101.4,101.4,8.2,3.023,30.68,47103.5,55.68,8.93,30617,1.53,0,1.194,8.01,-84,16.661,2.078,5.24,0
2/17/2022,10:20:00,0,Piney Point,0.53,0.32,39656,2.112,10.63,4.85,47764,101.7,101.7,8.22,3.071,30.7,47132.8,55.64,8.82,30636,1.62,0,1.205,8.01,-83.9,16.695,2.114,5.24,0
2/17/2022,10:30:00,0,Piney Point,0.47,0.08,39716.5,2.146,10.66,4.86,47810,102.2,102.2,8.25,3.121,30.74,47179.4,55.73,9.07,30667,1.68,0,1.207,8.01,-84,16.718,2.145,5.25,0
2/17/2022,10:40:00,0,Piney Point,0.44,-0.04,39794,2.175,10.53,4.81,47873.4,102.3,102.3,8.25,3.163,30.78,47243.5,55.64,8.83,30708,1.78,0,1.21,8.01,-83.9,16.744,2.172,5.25,0
2/17/2022,10:50:00,0,Piney Point,0.53,0.32,39827.2,2.212,10.52,4.81,47898.4,102.9,102.9,8.29,3.216,30.8,47268.8,55.71,9.02,30725,1.45,0,1.21,8.01,-84,16.758,2.212,5.25,0
2/17/2022,11:00:00,0,Piney Point,0.42,-0.11,39815.9,2.241,10.56,4.83,47861.4,104,104,8.38,3.259,30.78,47233.5,55.73,9.08,30702,1.47,0,1.212,8.01,-84.3,16.778,2.237,5.25,0
