KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,7/22/2021 16:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,STANDARD DEVIATION:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,19E104582,19E104582,19D105577,19F100216,19E101781,19E101781,19D105577,19F100385,19F100385,19F100385,19F100216,19D105577,19D105577,19E104582,19E104582,19D105577,19F000167,19F000167,19F100282,18A100917,18A100917,19D105577,19F100216,19F000406,19F000406
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V
7/9/2021,11:40:00,0,Piney Point,1.67,6.65,49290.9,2.236,27.56,9.3,44926,113.5,113.5,7.36,3.235,29.24,45359.8,3.63,12.06,29484,0.6,0,1.193,8.26,-90.9,29.537,2.235,5.21,0
7/9/2021,11:50:00,0,Piney Point,1.76,6.99,49331.6,2.245,27.69,9.35,44938.9,115.9,115.9,7.51,3.249,29.25,45375.6,3.44,11.44,29494,0.71,0,1.203,8.26,-91.1,29.565,2.243,5.21,0
7/9/2021,12:00:00,0,Piney Point,1.63,6.48,49375.6,2.257,27.46,9.27,44957.7,116.5,116.5,7.55,3.266,29.26,45397,3.32,11.06,29508,0.71,0,1.2,8.26,-91.2,29.589,2.255,5.2,0
7/9/2021,12:10:00,0,Piney Point,1.66,6.61,49402.9,2.264,26.98,9.11,44963.9,117.9,117.9,7.64,3.277,29.27,45405.3,3.55,11.78,29513,0.61,0,1.199,8.27,-91.6,29.609,2.266,5.21,0
7/9/2021,12:20:00,0,Piney Point,1.59,6.34,49431.4,2.272,26.84,9.06,44989.8,117,117,7.58,3.288,29.29,45431.5,3.35,11.13,29530,0.65,0,1.202,8.27,-91.6,29.61,2.271,5.21,0
7/9/2021,12:30:00,0,Piney Point,1.56,6.24,49466.7,2.279,26.66,9,45016.6,118.7,118.7,7.69,3.298,29.31,45459.2,3.07,10.23,29548,0.62,0,1.2,8.27,-91.7,29.616,2.279,5.22,0
7/9/2021,12:40:00,0,Piney Point,1.65,6.58,49518.3,2.284,25.67,8.67,45041.6,118.3,118.3,7.66,3.306,29.33,45487,3.32,11.04,29567,0.67,0,1.191,8.27,-91.8,29.64,2.287,5.22,0
7/9/2021,12:50:00,0,Piney Point,1.61,6.41,49574.1,2.289,25.91,8.75,45071.4,118,118,7.64,3.312,29.35,45519.5,3.09,10.31,29588,0.93,0,1.199,8.27,-91.7,29.664,2.29,5.21,0
7/9/2021,13:00:00,0,Piney Point,1.59,6.35,49618.2,2.288,25.16,8.5,45096.9,119.8,119.8,7.75,3.312,29.37,45546.9,3.26,10.86,29605,0.64,0,1.204,8.27,-91.6,29.68,2.29,5.22,0
7/9/2021,13:10:00,0,Piney Point,1.69,6.73,49685.9,2.286,25.02,8.45,45159.4,120.5,120.5,7.79,3.309,29.41,45610,3.24,10.8,29646,0.59,0,1.199,8.27,-91.8,29.679,2.284,5.21,0
7/9/2021,13:20:00,0,Piney Point,1.54,6.14,49710.9,2.287,25.24,8.53,45166.8,121.7,121.7,7.87,3.31,29.42,45619.2,3.07,10.25,29652,0.76,0,1.204,8.27,-91.9,29.696,2.283,5.23,0
7/9/2021,13:30:00,0,Piney Point,1.69,6.73,49735.9,2.282,25.89,8.74,45154.8,125.7,125.7,8.12,3.303,29.41,45611.1,3.35,11.16,29647,0.84,0,1.198,8.28,-92.4,29.735,2.274,5.22,0
7/9/2021,13:40:00,0,Piney Point,1.84,7.29,49699,2.277,26.62,8.99,45071.3,129.1,129.1,8.33,3.296,29.35,45532.5,3.74,12.41,29596,0.94,0,1.191,8.29,-93,29.791,2.275,5.21,0
7/9/2021,13:50:00,0,Piney Point,1.93,7.62,49665.9,2.269,27.19,9.18,45010.4,130.9,130.9,8.45,3.284,29.31,45474.5,3.87,12.84,29558,0.86,0,1.204,8.29,-93.2,29.826,2.27,5.22,0
7/9/2021,14:00:00,0,Piney Point,1.87,7.42,49673.9,2.257,27.84,9.4,44960.1,133.8,133.8,8.63,3.266,29.28,45430.4,3.8,12.61,29530,0.59,0,1.209,8.3,-93.7,29.89,2.259,5.21,0
7/9/2021,14:10:00,0,Piney Point,1.83,7.26,49694.8,2.247,27.7,9.35,44878.1,137.4,137.4,8.85,3.251,29.22,45359.3,3.71,12.3,29484,0.63,0,1.199,8.31,-94.5,30.004,2.245,5.23,0
7/9/2021,14:20:00,0,Piney Point,1.85,7.34,49736.1,2.232,28.06,9.47,44831.5,142.3,142.3,9.15,3.229,29.19,45322,3.7,12.28,29459,0.95,0,1.209,8.32,-95.1,30.099,2.228,5.21,0
7/9/2021,14:30:00,0,Piney Point,1.82,7.2,49764.4,2.217,28.28,9.54,44799.5,145.8,145.8,9.37,3.207,29.17,45296.4,3.67,12.17,29443,0.61,0,1.193,8.33,-95.8,30.164,2.215,5.22,0
7/9/2021,14:40:00,0,Piney Point,1.77,7.03,49828.6,2.196,28.3,9.55,44738.6,151.1,151.1,9.69,3.176,29.13,45248.8,3.46,11.51,29412,0.48,0,1.193,8.35,-96.6,30.299,2.195,5.22,0
7/9/2021,14:50:00,0,Piney Point,1.72,6.82,49917.3,2.183,28.62,9.66,44615.5,161.2,161.2,10.3,3.157,29.05,45148.2,3.35,11.15,29346,0.53,0,1.203,8.38,-98.4,30.531,2.19,5.22,0
7/9/2021,15:00:00,0,Piney Point,1.72,6.85,49771.9,2.165,29.05,9.8,44291.2,151.9,151.9,9.68,3.131,28.83,44843.2,3.37,11.21,29148,0.63,0,1.191,8.35,-97.1,30.754,2.169,5.21,0
7/9/2021,15:10:00,0,Piney Point,1.78,7.08,49683.1,2.145,28.94,9.77,44228,156.5,156.5,9.98,3.102,28.78,44777.3,3.56,11.83,29105,0.6,0,1.199,8.37,-98.2,30.736,2.154,5.22,0
7/9/2021,15:20:00,0,Piney Point,1.81,7.19,49658.6,2.124,29.03,9.8,44207.6,160.2,160.2,10.22,3.071,28.77,44756.5,3.61,11.99,29092,0.63,0,1.209,8.39,-99,30.735,2.12,5.22,0
7/9/2021,15:30:00,0,Piney Point,1.82,7.21,49656.3,2.105,29.02,9.79,44178.8,163.1,163.1,10.4,3.045,28.75,44730.5,3.65,12.12,29075,0.55,0,1.2,8.4,-99.6,30.765,2.111,5.21,0
7/9/2021,15:40:00,0,Piney Point,1.87,7.4,49663.3,2.082,29.15,9.84,44116.7,167.3,167.3,10.66,3.011,28.71,44675.9,3.69,12.25,29039,0.64,0,1.199,8.41,-100.4,30.845,2.083,5.22,0
7/9/2021,15:50:00,0,Piney Point,1.92,7.61,49658.5,2.058,29.28,9.88,44054.7,170.6,170.6,10.85,2.976,28.66,44620,3.75,12.45,29003,0.61,0,1.204,8.42,-100.9,30.912,2.065,5.21,0
7/9/2021,16:00:00,0,Piney Point,1.9,7.53,49679.4,2.032,29.31,9.89,44003,173.4,173.4,11.02,2.938,28.63,44576.2,3.82,12.67,28975,0.72,0,1.197,8.43,-101.6,30.994,2.032,5.22,0
7/9/2021,16:10:00,0,Piney Point,1.94,7.66,49699.2,2.009,29.34,9.9,43966.8,175.4,175.4,11.14,2.904,28.61,44546.1,3.88,12.87,28955,0.66,0,1.208,8.44,-102.1,31.057,2.017,5.22,0
7/9/2021,16:20:00,0,Piney Point,1.97,7.8,49739.4,1.984,29.33,9.9,43926.6,177.7,177.7,11.27,2.868,28.58,44514.5,3.95,13.09,28934,0.67,0,1.203,8.45,-102.6,31.145,1.987,5.21,0
